id,title,search_all,grouping,activity_type_id,description,session_type,grouping_id,activity_type,start_date
4434,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   05/26/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-26T04:00:00Z
4435,Research Ethics,"Research Ethics Regularly Scheduled Series RSS Live   05/26/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-26T04:00:00Z
4436,Meeting the Challenges of Obtaining Informed Consent,"Meeting the Challenges of Obtaining Informed Consent Regularly Scheduled Series RSS Live   05/26/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-26T04:00:00Z
4437,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   05/27/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-27T04:00:00Z
4438,Review of the Treatment of Metastatic Breast Cancer,"Review of the Treatment of Metastatic Breast Cancer Regularly Scheduled Series RSS Live   05/27/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-27T04:00:00Z
4439,Doppler and Obstetrics,"Doppler and Obstetrics Regularly Scheduled Series RSS Live   05/27/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-27T04:00:00Z
4440,Body Curves and Risk of Falls,"Body Curves and Risk of Falls Regularly Scheduled Series RSS Live   05/27/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-27T04:00:00Z
4441,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   05/31/2005  2005  05  ",Regularly Scheduled Series,1,,M,2,Live,2005-05-31T04:00:00Z
4442,"Myelodysplastic Syndromes:  Past, Present and Future","Myelodysplastic Syndromes:  Past, Present and Future Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4443,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4444,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4445,Muscular Dystrophy:  Are We There Yet?,"Muscular Dystrophy:  Are We There Yet? Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4446,Pediatric Outcomes Research in Otolaryngology,"Pediatric Outcomes Research in Otolaryngology Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4447,Recent Advances in the Treatment of Tobacco Addiction,"Recent Advances in the Treatment of Tobacco Addiction Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4448,Surgery of the Spleen,"Surgery of the Spleen Regularly Scheduled Series RSS Live   06/01/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-01T04:00:00Z
4449,From Presentation to Intervention Redefining Early Aggressive Therapy of UA/NSTEMI,"From Presentation to Intervention Redefining Early Aggressive Therapy of UA/NSTEMI Regularly Scheduled Series RSS Live Until 1996, unfractionated heparin (UFH), in conjunction with aspirin, constituted the principal means of affecting the thrombotic process in unstable angina (UA)/non-ST-elevation myocardial  infarction (NSTEMI). [1].  This program will consider data from studies of antiplatelet and antithrombin agents, data that in many cases post-dates the ACC/AHA guidelines, and, given that data, seek to define what constitutes appropriate antithrombotic therapy of the high-risk UA/NSTEMMI patient.  The program will also explore the relationhsip among emergency physicians and cardiologists, and how that relationship can best be managed to improve patient care.  06/02/2005  2005  06  ",Regularly Scheduled Series,1,"Until 1996, unfractionated heparin (UFH), in conjunction with aspirin, constituted the principal means of affecting the thrombotic process in unstable angina (UA)/non-ST-elevation myocardial  infarction (NSTEMI). [1].  This program will consider data from studies of antiplatelet and antithrombin agents, data that in many cases post-dates the ACC/AHA guidelines, and, given that data, seek to define what constitutes appropriate antithrombotic therapy of the high-risk UA/NSTEMMI patient.  The program will also explore the relationhsip among emergency physicians and cardiologists, and how that relationship can best be managed to improve patient care.",M,2,Live,2005-06-02T04:00:00Z
4450,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   06/02/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-02T04:00:00Z
4451,ASCO Review,"ASCO Review Regularly Scheduled Series RSS Live   06/03/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-03T04:00:00Z
4452,Fetal Anomalies in Multiple Gestation,"Fetal Anomalies in Multiple Gestation Regularly Scheduled Series RSS Live   06/07/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-07T04:00:00Z
4453,Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care,"Falls and Balance Problems in the Elderly:  Assessment and Management in Primary Care Regularly Scheduled Series RSS Live   06/07/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-07T04:00:00Z
4454,Geriatric Anesthesia - What's New?,"Geriatric Anesthesia - What's New? Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4455,Laparoscopic Herniorrhaphy: A Laparoscopic Approach to Abdominal Wall Defects,"Laparoscopic Herniorrhaphy: A Laparoscopic Approach to Abdominal Wall Defects Course  Live   11/09/2001  2001  11  ",Course,1,,M,1,Live,2001-11-09T05:00:00Z
4456,Fellow's Research,"Fellow's Research Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4458,Wet Prep Workshop,"Wet Prep Workshop Course  Live   07/06/2000  2000  07  ",Course,1,,S,1,Live,2000-07-06T04:00:00Z
4459,Wet Prep Workshop,"Wet Prep Workshop Course  Live   07/13/2000  2000  07  ",Course,1,,S,1,Live,2000-07-13T04:00:00Z
4460,Multidisciplinary Solid Tumor Board,"Multidisciplinary Solid Tumor Board Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4461,Wet Prep Workshop,"Wet Prep Workshop Course  Live   11/10/2000  2000  11  ",Course,1,,S,1,Live,2000-11-10T05:00:00Z
4462,Wet Prep Workshop,"Wet Prep Workshop Course  Live   12/08/2000  2000  12  ",Course,1,,S,1,Live,2000-12-08T05:00:00Z
4463,Wet Prep Workshop,"Wet Prep Workshop Course  Live   12/15/2000  2000  12  ",Course,1,,S,1,Live,2000-12-15T05:00:00Z
4464,Neuro-Oncology Tumor Board (1.50),"Neuro-Oncology Tumor Board (1.50) Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4465,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/10/2002  2002  01  ",Course,1,,S,1,Live,2002-01-10T05:00:00Z
4466,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/17/2002  2002  01  ",Course,1,,S,1,Live,2002-01-17T05:00:00Z
4467,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/24/2002  2002  01  ",Course,1,,S,1,Live,2002-01-24T05:00:00Z
4468,How Does Epilepsy Become Medication Resistant?,"How Does Epilepsy Become Medication Resistant? Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4469,Wet Prep Workshop,"Wet Prep Workshop Course  Live   07/18/2002  2002  07  ",Course,1,,S,1,Live,2002-07-18T04:00:00Z
4470,Wet Prep Workshop,"Wet Prep Workshop Course  Live   07/11/2002  2002  07  ",Course,1,,S,1,Live,2002-07-11T04:00:00Z
4471,"Politics, Power and Procreation:  How Federal Policies are Undermining Women's Reproductive Health","Politics, Power and Procreation:  How Federal Policies are Undermining Women's Reproductive Health Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4472,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/30/2003  2003  01  ",Course,1,,S,1,Live,2003-01-30T05:00:00Z
4473,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/22/2003  2003  01  ",Course,1,,S,1,Live,2003-01-22T05:00:00Z
4474,Wet Prep Workshop,"Wet Prep Workshop Course  Live   04/25/2003  2003  04  ",Course,1,,S,1,Live,2003-04-25T04:00:00Z
4475,Wet Prep Workshop,"Wet Prep Workshop Course  Live   11/19/2003  2003  11  ",Course,1,,S,1,Live,2003-11-19T05:00:00Z
4476,Allergic Conjunctivitis:  How to Choose the Right Therapy,"Allergic Conjunctivitis:  How to Choose the Right Therapy Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4477,Wet Prep Workshop,"Wet Prep Workshop Course  Live   11/21/2003  2003  11  ",Course,1,,S,1,Live,2003-11-21T05:00:00Z
4478,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/21/2004  2004  01  ",Course,1,,S,1,Live,2004-01-21T05:00:00Z
4479,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/22/2004  2004  01  ",Course,1,,S,1,Live,2004-01-22T05:00:00Z
4480,Wet Prep Workshop,"Wet Prep Workshop Course  Live   06/08/2005  2005  06  ",Course,1,,S,1,Live,2005-06-08T04:00:00Z
4481,Fine Tuning Vocal Fold,"Fine Tuning Vocal Fold Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4482,Wet Prep Workshop,"Wet Prep Workshop Course  Live   06/09/2005  2005  06  ",Course,1,,S,1,Live,2005-06-09T04:00:00Z
4483,Wet Prep Workshop,"Wet Prep Workshop Course  Live   01/26/2006  2006  01  ",Course,1,,S,1,Live,2006-01-26T05:00:00Z
4484,Wet Prep Workshop,"Wet Prep Workshop Course  Live   03/21/2006  2006  03  ",Course,1,,S,1,Live,2006-03-21T05:00:00Z
4485,Obstetrical Complications in Children at High Risk for Bipolar Disorder,"Obstetrical Complications in Children at High Risk for Bipolar Disorder Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
4486,Wet Prep Workshop,"Wet Prep Workshop Course  Live   05/15/2006  2006  05  ",Course,1,,S,1,Live,2006-05-15T04:00:00Z
4487,Pain Intensity in Schizophrenia:  State or Trait Marker?,"Pain Intensity in Schizophrenia:  State or Trait Marker? Regularly Scheduled Series RSS Live   06/08/2005  2005  06  ",Regularly Scheduled Series,1,,M,2,Live,2005-06-08T04:00:00Z
